id,eventId,abbreviation,startDateTime
2014-17-FP3,2014-17,FP3,
2014-18-FP3,2014-18,FP3,
2014-19-FP3,2014-19,FP3,
2015-01-FP3,2015-01,FP3,
2015-02-FP3,2015-02,FP3,
2015-03-FP3,2015-03,FP3,
2015-04-FP3,2015-04,FP3,
2015-05-FP3,2015-05,FP3,
2015-06-FP3,2015-06,FP3,
2015-07-FP3,2015-07,FP3,
2015-08-FP3,2015-08,FP3,
2015-09-FP3,2015-09,FP3,
2015-10-FP3,2015-10,FP3,
2015-11-FP3,2015-11,FP3,
2015-12-FP3,2015-12,FP3,
2015-13-FP3,2015-13,FP3,
2015-14-FP3,2015-14,FP3,
2015-15-FP3,2015-15,FP3,
2015-16-FP3,2015-16,FP3,
2015-17-FP3,2015-17,FP3,
2015-18-FP3,2015-18,FP3,
2015-19-FP3,2015-19,FP3,
2016-01-FP3,2016-01,FP3,
2016-02-FP3,2016-02,FP3,
2016-03-FP3,2016-03,FP3,
2016-04-FP3,2016-04,FP3,
2016-05-FP3,2016-05,FP3,
2016-06-FP3,2016-06,FP3,
2016-07-FP3,2016-07,FP3,
2016-08-FP3,2016-08,FP3,
2016-09-FP3,2016-09,FP3,
2016-10-FP3,2016-10,FP3,
2016-11-FP3,2016-11,FP3,
2016-12-FP3,2016-12,FP3,
2016-13-FP3,2016-13,FP3,
2016-14-FP3,2016-14,FP3,
2016-15-FP3,2016-15,FP3,
2016-16-FP3,2016-16,FP3,
2016-17-FP3,2016-17,FP3,
2016-18-FP3,2016-18,FP3,
2016-19-FP3,2016-19,FP3,
2016-20-FP3,2016-20,FP3,
2016-21-FP3,2016-21,FP3,
2017-01-FP3,2017-01,FP3,
2017-02-FP3,2017-02,FP3,
2017-03-FP3,2017-03,FP3,
2017-04-FP3,2017-04,FP3,
2017-05-FP3,2017-05,FP3,
2017-06-FP3,2017-06,FP3,
2017-07-FP3,2017-07,FP3,
2017-08-FP3,2017-08,FP3,
2017-09-FP3,2017-09,FP3,
2017-10-FP3,2017-10,FP3,
2017-11-FP3,2017-11,FP3,
2017-12-FP3,2017-12,FP3,
2017-13-FP3,2017-13,FP3,
2017-14-FP3,2017-14,FP3,
2017-15-FP3,2017-15,FP3,
2017-16-FP3,2017-16,FP3,
2017-17-FP3,2017-17,FP3,
2017-18-FP3,2017-18,FP3,
2017-19-FP3,2017-19,FP3,
2017-20-FP3,2017-20,FP3,
2018-01-FP3,2018-01,FP3,
2018-02-FP3,2018-02,FP3,
2018-03-FP3,2018-03,FP3,
2018-04-FP3,2018-04,FP3,
2018-05-FP3,2018-05,FP3,
2018-06-FP3,2018-06,FP3,
2018-07-FP3,2018-07,FP3,
2018-08-FP3,2018-08,FP3,
2018-09-FP3,2018-09,FP3,
2018-10-FP3,2018-10,FP3,
2018-11-FP3,2018-11,FP3,
2018-12-FP3,2018-12,FP3,
2018-13-FP3,2018-13,FP3,
2018-14-FP3,2018-14,FP3,
2018-15-FP3,2018-15,FP3,
2018-16-FP3,2018-16,FP3,
2018-17-FP3,2018-17,FP3,
2018-18-FP3,2018-18,FP3,
2018-19-FP3,2018-19,FP3,
2018-20-FP3,2018-20,FP3,
2018-21-FP3,2018-21,FP3,
2019-01-FP3,2019-01,FP3,
2019-02-FP3,2019-02,FP3,
2019-03-FP3,2019-03,FP3,
2019-04-FP3,2019-04,FP3,
2019-05-FP3,2019-05,FP3,
2019-06-FP3,2019-06,FP3,
2019-07-FP3,2019-07,FP3,
2019-08-FP3,2019-08,FP3,
2019-09-FP3,2019-09,FP3,
2019-10-FP3,2019-10,FP3,
2019-11-FP3,2019-11,FP3,
2019-12-FP3,2019-12,FP3,
2019-13-FP3,2019-13,FP3,
2019-14-FP3,2019-14,FP3,
2019-15-FP3,2019-15,FP3,
2019-16-FP3,2019-16,FP3,
2019-18-FP3,2019-18,FP3,
2019-19-FP3,2019-19,FP3,
2019-20-FP3,2019-20,FP3,
2019-21-FP3,2019-21,FP3,
2020-01-FP3,2020-01,FP3,
2020-03-FP3,2020-03,FP3,
2020-04-FP3,2020-04,FP3,
2020-05-FP3,2020-05,FP3,
2020-06-FP3,2020-06,FP3,
2020-07-FP3,2020-07,FP3,
2020-08-FP3,2020-08,FP3,
2020-09-FP3,2020-09,FP3,
2020-10-FP3,2020-10,FP3,
2020-11-FP3,2020-11,FP3,
2020-12-FP3,2020-12,FP3,
2020-14-FP3,2020-14,FP3,
2020-15-FP3,2020-15,FP3,
2020-16-FP3,2020-16,FP3,
2020-17-FP3,2020-17,FP3,
2021-01-FP3,2021-01,FP3,
2021-02-FP3,2021-02,FP3,
2021-03-FP3,2021-03,FP3,
2021-04-FP3,2021-04,FP3,
2021-05-FP3,2021-05,FP3,
2021-06-FP3,2021-06,FP3,
2021-07-FP3,2021-07,FP3,
2021-08-FP3,2021-08,FP3,
2021-09-FP3,2021-09,FP3,
2021-11-FP3,2021-11,FP3,
2021-12-FP3,2021-12,FP3,
2021-13-FP3,2021-13,FP3,
2021-16-FP3,2021-16,FP3,
2021-17-FP3,2021-17,FP3,
2021-18-FP3,2021-18,FP3,
2021-20-FP3,2021-20,FP3,
2021-21-FP3,2021-21,FP3,
2021-22-FP3,2021-22,FP3,
2022-01-FP3,2022-01,FP3,
2022-02-FP3,2022-02,FP3,
2022-03-FP3,2022-03,FP3,
2022-05-FP3,2022-05,FP3,
2022-06-FP3,2022-06,FP3,
2022-07-FP3,2022-07,FP3,
2022-08-FP3,2022-08,FP3,
2022-09-FP3,2022-09,FP3,
2022-10-FP3,2022-10,FP3,
2022-12-FP3,2022-12,FP3,
2022-13-FP3,2022-13,FP3,
2022-14-FP3,2022-14,FP3,
2022-15-FP3,2022-15,FP3,
2022-16-FP3,2022-16,FP3,
2022-17-FP3,2022-17,FP3,
2022-18-FP3,2022-18,FP3,
2022-19-FP3,2022-19,FP3,
2022-20-FP3,2022-20,FP3,
2022-22-FP3,2022-22,FP3,
2004-01-FP4,2004-01,FP4,
2004-02-FP4,2004-02,FP4,
2004-03-FP4,2004-03,FP4,
2004-04-FP4,2004-04,FP4,
2004-05-FP4,2004-05,FP4,
2004-06-FP4,2004-06,FP4,
2004-07-FP4,2004-07,FP4,
2004-08-FP4,2004-08,FP4,
2004-09-FP4,2004-09,FP4,
2004-10-FP4,2004-10,FP4,
2004-11-FP4,2004-11,FP4,
2004-12-FP4,2004-12,FP4,
2004-13-FP4,2004-13,FP4,
2004-14-FP4,2004-14,FP4,
2004-15-FP4,2004-15,FP4,
2004-16-FP4,2004-16,FP4,
2004-18-FP4,2004-18,FP4,
2005-01-FP4,2005-01,FP4,
2005-02-FP4,2005-02,FP4,
2005-03-FP4,2005-03,FP4,
2005-04-FP4,2005-04,FP4,
2005-05-FP4,2005-05,FP4,
2005-06-FP4,2005-06,FP4,
2005-07-FP4,2005-07,FP4,
2005-08-FP4,2005-08,FP4,
2005-09-FP4,2005-09,FP4,
2005-10-FP4,2005-10,FP4,
2005-11-FP4,2005-11,FP4,
2005-12-FP4,2005-12,FP4,
2005-13-FP4,2005-13,FP4,
2005-14-FP4,2005-14,FP4,
2005-15-FP4,2005-15,FP4,
2005-16-FP4,2005-16,FP4,
2005-17-FP4,2005-17,FP4,
2005-18-FP4,2005-18,FP4,
2005-19-FP4,2005-19,FP4,
1984-01-WU,1984-01,WU,
1984-02-WU,1984-02,WU,
1984-03-WU,1984-03,WU,
1984-04-WU,1984-04,WU,
1984-05-WU,1984-05,WU,
1984-06-WU,1984-06,WU,
1984-07-WU,1984-07,WU,
1984-08-WU,1984-08,WU,
1984-10-WU,1984-10,WU,
1984-11-WU,1984-11,WU,
1984-12-WU,1984-12,WU,
1984-13-WU,1984-13,WU,
1984-14-WU,1984-14,WU,
1984-15-WU,1984-15,WU,
1984-16-WU,1984-16,WU,
1985-01-WU,1985-01,WU,
1985-02-WU,1985-02,WU,
1985-03-WU,1985-03,WU,
1985-04-WU,1985-04,WU,
1985-05-WU,1985-05,WU,
1985-06-WU,1985-06,WU,
1985-07-WU,1985-07,WU,
1985-08-WU,1985-08,WU,
1985-09-WU,1985-09,WU,
1985-10-WU,1985-10,WU,
1985-11-WU,1985-11,WU,
1985-12-WU,1985-12,WU,
1985-13-WU,1985-13,WU,
1985-14-WU,1985-14,WU,
1985-15-WU,1985-15,WU,
1985-16-WU,1985-16,WU,
1986-01-WU,1986-01,WU,
1986-02-WU,1986-02,WU,
1986-03-WU,1986-03,WU,
1986-04-WU,1986-04,WU,
1986-05-WU,1986-05,WU,
1986-06-WU,1986-06,WU,
1986-07-WU,1986-07,WU,
1986-08-WU,1986-08,WU,
1986-09-WU,1986-09,WU,
1986-10-WU,1986-10,WU,
1986-11-WU,1986-11,WU,
1986-12-WU,1986-12,WU,
1986-13-WU,1986-13,WU,
1986-14-WU,1986-14,WU,
1986-15-WU,1986-15,WU,
1986-16-WU,1986-16,WU,
1987-01-WU,1987-01,WU,
1987-02-WU,1987-02,WU,
1987-03-WU,1987-03,WU,
1987-04-WU,1987-04,WU,
1987-05-WU,1987-05,WU,
1987-06-WU,1987-06,WU,
1987-07-WU,1987-07,WU,
1987-08-WU,1987-08,WU,
1987-09-WU,1987-09,WU,
1987-10-WU,1987-10,WU,
1987-11-WU,1987-11,WU,
1987-12-WU,1987-12,WU,
1987-13-WU,1987-13,WU,
1987-14-WU,1987-14,WU,
1987-15-WU,1987-15,WU,
1987-16-WU,1987-16,WU,
1988-01-WU,1988-01,WU,
1988-02-WU,1988-02,WU,
1988-03-WU,1988-03,WU,
1988-04-WU,1988-04,WU,
1988-05-WU,1988-05,WU,
1988-06-WU,1988-06,WU,
1988-07-WU,1988-07,WU,
1988-08-WU,1988-08,WU,
1988-09-WU,1988-09,WU,
1988-10-WU,1988-10,WU,
1988-11-WU,1988-11,WU,
1988-12-WU,1988-12,WU,
1988-13-WU,1988-13,WU,
1988-14-WU,1988-14,WU,
1988-15-WU,1988-15,WU,
1988-16-WU,1988-16,WU,
1989-01-WU,1989-01,WU,
1989-02-WU,1989-02,WU,
1989-03-WU,1989-03,WU,
1989-04-WU,1989-04,WU,
1989-05-WU,1989-05,WU,
1989-06-WU,1989-06,WU,
1989-07-WU,1989-07,WU,
1989-08-WU,1989-08,WU,
1989-09-WU,1989-09,WU,
1989-10-WU,1989-10,WU,
1989-11-WU,1989-11,WU,
1989-12-WU,1989-12,WU,
1989-13-WU,1989-13,WU,
1989-14-WU,1989-14,WU,
1989-15-WU,1989-15,WU,
1989-16-WU,1989-16,WU,
1990-01-WU,1990-01,WU,
1990-02-WU,1990-02,WU,
1990-03-WU,1990-03,WU,
1990-04-WU,1990-04,WU,
1990-05-WU,1990-05,WU,
1990-06-WU,1990-06,WU,
1990-07-WU,1990-07,WU,
1990-08-WU,1990-08,WU,
1990-09-WU,1990-09,WU,
1990-10-WU,1990-10,WU,
1990-11-WU,1990-11,WU,
1990-12-WU,1990-12,WU,
1990-13-WU,1990-13,WU,
1990-14-WU,1990-14,WU,
1990-15-WU,1990-15,WU,
1990-16-WU,1990-16,WU,
1991-01-WU,1991-01,WU,
1991-02-WU,1991-02,WU,
1991-03-WU,1991-03,WU,
1991-04-WU,1991-04,WU,
1991-05-WU,1991-05,WU,
1991-06-WU,1991-06,WU,
1991-07-WU,1991-07,WU,
1991-08-WU,1991-08,WU,
1991-09-WU,1991-09,WU,
1991-10-WU,1991-10,WU,
1991-11-WU,1991-11,WU,
1991-12-WU,1991-12,WU,
1991-13-WU,1991-13,WU,
1991-14-WU,1991-14,WU,
1991-15-WU,1991-15,WU,
1991-16-WU,1991-16,WU,
1992-01-WU,1992-01,WU,
1992-02-WU,1992-02,WU,
1992-03-WU,1992-03,WU,
1992-04-WU,1992-04,WU,
1992-05-WU,1992-05,WU,
1992-06-WU,1992-06,WU,
1992-07-WU,1992-07,WU,
1992-08-WU,1992-08,WU,
1992-09-WU,1992-09,WU,
1992-10-WU,1992-10,WU,
1992-11-WU,1992-11,WU,
1992-12-WU,1992-12,WU,
1992-13-WU,1992-13,WU,
1992-14-WU,1992-14,WU,
1992-15-WU,1992-15,WU,
1992-16-WU,1992-16,WU,
1993-01-WU,1993-01,WU,
1993-02-WU,1993-02,WU,
1993-03-WU,1993-03,WU,
1993-04-WU,1993-04,WU,
1993-05-WU,1993-05,WU,
1993-06-WU,1993-06,WU,
1993-07-WU,1993-07,WU,
1993-08-WU,1993-08,WU,
1993-09-WU,1993-09,WU,
1993-10-WU,1993-10,WU,
1993-11-WU,1993-11,WU,
1993-12-WU,1993-12,WU,
1993-13-WU,1993-13,WU,
1993-14-WU,1993-14,WU,
1993-15-WU,1993-15,WU,
1993-16-WU,1993-16,WU,
1994-01-WU,1994-01,WU,
1994-02-WU,1994-02,WU,
1994-03-WU,1994-03,WU,
1994-04-WU,1994-04,WU,
1994-05-WU,1994-05,WU,
1994-06-WU,1994-06,WU,
1994-07-WU,1994-07,WU,
1994-08-WU,1994-08,WU,
1994-09-WU,1994-09,WU,
1994-10-WU,1994-10,WU,
1994-11-WU,1994-11,WU,
1994-12-WU,1994-12,WU,
1994-13-WU,1994-13,WU,
1994-14-WU,1994-14,WU,
1994-15-WU,1994-15,WU,
1994-16-WU,1994-16,WU,
1995-01-WU,1995-01,WU,
1995-02-WU,1995-02,WU,
1995-03-WU,1995-03,WU,
1995-04-WU,1995-04,WU,
1995-05-WU,1995-05,WU,
1995-06-WU,1995-06,WU,
1995-07-WU,1995-07,WU,
1995-08-WU,1995-08,WU,
1995-09-WU,1995-09,WU,
1995-10-WU,1995-10,WU,
1995-11-WU,1995-11,WU,
1995-12-WU,1995-12,WU,
1995-13-WU,1995-13,WU,
1995-14-WU,1995-14,WU,
1995-15-WU,1995-15,WU,
1995-16-WU,1995-16,WU,
1995-17-WU,1995-17,WU,
1996-01-WU,1996-01,WU,
1996-02-WU,1996-02,WU,
1996-03-WU,1996-03,WU,
1996-04-WU,1996-04,WU,
1996-05-WU,1996-05,WU,
1996-06-WU,1996-06,WU,
1996-07-WU,1996-07,WU,
1996-08-WU,1996-08,WU,
1996-09-WU,1996-09,WU,
1996-10-WU,1996-10,WU,
1996-11-WU,1996-11,WU,
1996-12-WU,1996-12,WU,
1996-13-WU,1996-13,WU,
1996-14-WU,1996-14,WU,
1996-15-WU,1996-15,WU,
1996-16-WU,1996-16,WU,
1997-01-WU,1997-01,WU,
1997-02-WU,1997-02,WU,
1997-03-WU,1997-03,WU,
1997-04-WU,1997-04,WU,
1997-05-WU,1997-05,WU,
1997-06-WU,1997-06,WU,
1997-07-WU,1997-07,WU,
1997-08-WU,1997-08,WU,
1997-09-WU,1997-09,WU,
1997-10-WU,1997-10,WU,
1997-11-WU,1997-11,WU,
1997-12-WU,1997-12,WU,
1997-13-WU,1997-13,WU,
1997-14-WU,1997-14,WU,
1997-15-WU,1997-15,WU,
1997-16-WU,1997-16,WU,
1997-17-WU,1997-17,WU,
1998-01-WU,1998-01,WU,
1998-02-WU,1998-02,WU,
1998-03-WU,1998-03,WU,
1998-04-WU,1998-04,WU,
1998-05-WU,1998-05,WU,
1998-06-WU,1998-06,WU,
1998-07-WU,1998-07,WU,
1998-08-WU,1998-08,WU,
1998-09-WU,1998-09,WU,
1998-10-WU,1998-10,WU,
1998-11-WU,1998-11,WU,
1998-12-WU,1998-12,WU,
1998-13-WU,1998-13,WU,
1998-14-WU,1998-14,WU,
1998-15-WU,1998-15,WU,
1998-16-WU,1998-16,WU,
1999-01-WU,1999-01,WU,
1999-02-WU,1999-02,WU,
1999-03-WU,1999-03,WU,
1999-04-WU,1999-04,WU,
1999-05-WU,1999-05,WU,
1999-06-WU,1999-06,WU,
1999-07-WU,1999-07,WU,
1999-08-WU,1999-08,WU,
1999-09-WU,1999-09,WU,
1999-10-WU,1999-10,WU,
1999-11-WU,1999-11,WU,
1999-12-WU,1999-12,WU,
1999-13-WU,1999-13,WU,
1999-14-WU,1999-14,WU,
1999-15-WU,1999-15,WU,
1999-16-WU,1999-16,WU,
2000-01-WU,2000-01,WU,
2000-02-WU,2000-02,WU,
2000-03-WU,2000-03,WU,
2000-04-WU,2000-04,WU,
2000-05-WU,2000-05,WU,
2000-06-WU,2000-06,WU,
2000-07-WU,2000-07,WU,
2000-08-WU,2000-08,WU,
2000-09-WU,2000-09,WU,
2000-10-WU,2000-10,WU,
2000-11-WU,2000-11,WU,
2000-12-WU,2000-12,WU,
2000-13-WU,2000-13,WU,
2000-14-WU,2000-14,WU,
2000-15-WU,2000-15,WU,
2000-16-WU,2000-16,WU,
2000-17-WU,2000-17,WU,
2001-01-WU,2001-01,WU,
2001-02-WU,2001-02,WU,
2001-03-WU,2001-03,WU,
2001-04-WU,2001-04,WU,
2001-05-WU,2001-05,WU,
2001-06-WU,2001-06,WU,
2001-07-WU,2001-07,WU,
2001-08-WU,2001-08,WU,
2001-09-WU,2001-09,WU,
2001-10-WU,2001-10,WU,
2001-11-WU,2001-11,WU,
2001-12-WU,2001-12,WU,
2001-13-WU,2001-13,WU,
2001-14-WU,2001-14,WU,
2001-15-WU,2001-15,WU,
2001-16-WU,2001-16,WU,
2001-17-WU,2001-17,WU,
2002-01-WU,2002-01,WU,
2002-02-WU,2002-02,WU,
2002-03-WU,2002-03,WU,
2002-04-WU,2002-04,WU,
2002-05-WU,2002-05,WU,
2002-06-WU,2002-06,WU,
2002-07-WU,2002-07,WU,
2002-08-WU,2002-08,WU,
2002-09-WU,2002-09,WU,
2002-10-WU,2002-10,WU,
2002-11-WU,2002-11,WU,
2002-12-WU,2002-12,WU,
2002-13-WU,2002-13,WU,
2002-14-WU,2002-14,WU,
2002-15-WU,2002-15,WU,
2002-16-WU,2002-16,WU,
2002-17-WU,2002-17,WU,
2003-01-WU,2003-01,WU,
2003-02-WU,2003-02,WU,
2003-03-WU,2003-03,WU,
2003-04-WU,2003-04,WU,
2003-05-WU,2003-05,WU,
2003-06-WU,2003-06,WU,
2003-07-WU,2003-07,WU,
2003-08-WU,2003-08,WU,
2003-09-WU,2003-09,WU,
2003-10-WU,2003-10,WU,
2003-11-WU,2003-11,WU,
2003-12-WU,2003-12,WU,
2003-13-WU,2003-13,WU,
2003-14-WU,2003-14,WU,
2003-15-WU,2003-15,WU,
2003-16-WU,2003-16,WU,
1977-10-PQ,1977-10,PQ,
1978-04-PQ,1978-04,PQ,
1978-05-PQ,1978-05,PQ,
1978-06-PQ,1978-06,PQ,
1978-07-PQ,1978-07,PQ,
1978-11-PQ,1978-11,PQ,
1978-13-PQ,1978-13,PQ,
1978-14-PQ,1978-14,PQ,
1979-07-PQ,1979-07,PQ,
1981-06-PQ,1981-06,PQ,
1982-06-PQ,1982-06,PQ,
1983-05-PQ,1983-05,PQ,
1988-01-PQ,1988-01,PQ,
1988-05-PQ,1988-05,PQ,
1988-06-PQ,1988-06,PQ,
1988-07-PQ,1988-07,PQ,
1988-08-PQ,1988-08,PQ,
1988-09-PQ,1988-09,PQ,
1988-10-PQ,1988-10,PQ,
1988-11-PQ,1988-11,PQ,
1988-12-PQ,1988-12,PQ,
1988-13-PQ,1988-13,PQ,
1988-14-PQ,1988-14,PQ,
1988-15-PQ,1988-15,PQ,
1988-16-PQ,1988-16,PQ,
1989-01-PQ,1989-01,PQ,
1989-02-PQ,1989-02,PQ,
1989-03-PQ,1989-03,PQ,
1989-04-PQ,1989-04,PQ,
1989-05-PQ,1989-05,PQ,
1989-06-PQ,1989-06,PQ,
1989-07-PQ,1989-07,PQ,
1989-08-PQ,1989-08,PQ,
1989-09-PQ,1989-09,PQ,
1989-10-PQ,1989-10,PQ,
1989-11-PQ,1989-11,PQ,
1989-12-PQ,1989-12,PQ,
1989-13-PQ,1989-13,PQ,
1989-14-PQ,1989-14,PQ,
1989-15-PQ,1989-15,PQ,
1989-16-PQ,1989-16,PQ,
1990-01-PQ,1990-01,PQ,
1990-02-PQ,1990-02,PQ,
1990-03-PQ,1990-03,PQ,
1990-04-PQ,1990-04,PQ,
1990-05-PQ,1990-05,PQ,
1990-06-PQ,1990-06,PQ,
1990-07-PQ,1990-07,PQ,
1990-08-PQ,1990-08,PQ,
1990-09-PQ,1990-09,PQ,
1990-10-PQ,1990-10,PQ,
1990-11-PQ,1990-11,PQ,
1990-12-PQ,1990-12,PQ,
1990-13-PQ,1990-13,PQ,
1990-14-PQ,1990-14,PQ,
1991-01-PQ,1991-01,PQ,
1991-02-PQ,1991-02,PQ,
1991-03-PQ,1991-03,PQ,
1991-04-PQ,1991-04,PQ,
1991-05-PQ,1991-05,PQ,
1991-06-PQ,1991-06,PQ,
1991-07-PQ,1991-07,PQ,
1991-08-PQ,1991-08,PQ,
1991-09-PQ,1991-09,PQ,
1991-10-PQ,1991-10,PQ,
1991-11-PQ,1991-11,PQ,
1991-12-PQ,1991-12,PQ,
1991-13-PQ,1991-13,PQ,
1991-14-PQ,1991-14,PQ,
1991-15-PQ,1991-15,PQ,
1991-16-PQ,1991-16,PQ,
1992-03-PQ,1992-03,PQ,
1992-04-PQ,1992-04,PQ,
1992-05-PQ,1992-05,PQ,
1992-06-PQ,1992-06,PQ,
1992-07-PQ,1992-07,PQ,
1992-09-PQ,1992-09,PQ,
1992-10-PQ,1992-10,PQ,
1992-11-PQ,1992-11,PQ,
1950-01-R,1950-01,R,1950-05-13T00:00:00Z
1950-02-R,1950-02,R,1950-05-21T00:00:00Z
1950-03-R,1950-03,R,1950-05-30T00:00:00Z
1950-04-R,1950-04,R,1950-06-04T00:00:00Z
1950-05-R,1950-05,R,1950-06-18T00:00:00Z
1950-06-R,1950-06,R,1950-07-02T00:00:00Z
1950-07-R,1950-07,R,1950-09-03T00:00:00Z
1951-01-R,1951-01,R,1951-05-27T00:00:00Z
1951-02-R,1951-02,R,1951-05-30T00:00:00Z
1951-03-R,1951-03,R,1951-06-17T00:00:00Z
1951-04-R,1951-04,R,1951-07-01T00:00:00Z
1951-05-R,1951-05,R,1951-07-14T00:00:00Z
1951-06-R,1951-06,R,1951-07-29T00:00:00Z
1951-07-R,1951-07,R,1951-09-16T00:00:00Z
1951-08-R,1951-08,R,1951-10-28T00:00:00Z
1952-01-R,1952-01,R,1952-05-18T00:00:00Z
1952-02-R,1952-02,R,1952-05-30T00:00:00Z
1952-03-R,1952-03,R,1952-06-22T00:00:00Z
1952-04-R,1952-04,R,1952-07-06T00:00:00Z
1952-05-R,1952-05,R,1952-07-19T00:00:00Z
1952-06-R,1952-06,R,1952-08-03T00:00:00Z
1952-07-R,1952-07,R,1952-08-17T00:00:00Z
1952-08-R,1952-08,R,1952-09-07T00:00:00Z
1953-01-R,1953-01,R,1953-01-18T00:00:00Z
1953-02-R,1953-02,R,1953-05-30T00:00:00Z
1953-03-R,1953-03,R,1953-06-07T00:00:00Z
1953-04-R,1953-04,R,1953-06-21T00:00:00Z
1953-05-R,1953-05,R,1953-07-05T00:00:00Z
1953-06-R,1953-06,R,1953-07-18T00:00:00Z
1953-07-R,1953-07,R,1953-08-02T00:00:00Z
1953-08-R,1953-08,R,1953-08-23T00:00:00Z
1953-09-R,1953-09,R,1953-09-13T00:00:00Z
1954-01-R,1954-01,R,1954-01-17T00:00:00Z
1954-02-R,1954-02,R,1954-05-31T00:00:00Z
1954-03-R,1954-03,R,1954-06-20T00:00:00Z
1954-04-R,1954-04,R,1954-07-04T00:00:00Z
1954-05-R,1954-05,R,1954-07-17T00:00:00Z
1954-06-R,1954-06,R,1954-08-01T00:00:00Z
1954-07-R,1954-07,R,1954-08-22T00:00:00Z
1954-08-R,1954-08,R,1954-09-05T00:00:00Z
1954-09-R,1954-09,R,1954-10-24T00:00:00Z
1955-01-R,1955-01,R,1955-01-16T00:00:00Z
1955-02-R,1955-02,R,1955-05-22T00:00:00Z
1955-03-R,1955-03,R,1955-05-30T00:00:00Z
1955-04-R,1955-04,R,1955-06-05T00:00:00Z
1955-05-R,1955-05,R,1955-06-19T00:00:00Z
1955-06-R,1955-06,R,1955-07-16T00:00:00Z
1955-07-R,1955-07,R,1955-09-11T00:00:00Z
1956-01-R,1956-01,R,1956-01-22T00:00:00Z
1956-02-R,1956-02,R,1956-05-13T00:00:00Z
1956-03-R,1956-03,R,1956-05-30T00:00:00Z
1956-04-R,1956-04,R,1956-06-03T00:00:00Z
1956-05-R,1956-05,R,1956-07-01T00:00:00Z
1956-06-R,1956-06,R,1956-07-14T00:00:00Z
1956-07-R,1956-07,R,1956-08-05T00:00:00Z
1956-08-R,1956-08,R,1956-09-02T00:00:00Z
1957-01-R,1957-01,R,1957-01-13T00:00:00Z
1957-02-R,1957-02,R,1957-05-19T00:00:00Z
1957-03-R,1957-03,R,1957-05-30T00:00:00Z
1957-04-R,1957-04,R,1957-07-07T00:00:00Z
1957-05-R,1957-05,R,1957-07-20T00:00:00Z
1957-06-R,1957-06,R,1957-08-04T00:00:00Z
1957-07-R,1957-07,R,1957-08-18T00:00:00Z
1957-08-R,1957-08,R,1957-09-08T00:00:00Z
1958-01-R,1958-01,R,1958-01-19T00:00:00Z
1958-02-R,1958-02,R,1958-05-18T00:00:00Z
1958-03-R,1958-03,R,1958-05-26T00:00:00Z
1958-04-R,1958-04,R,1958-05-30T00:00:00Z
1958-05-R,1958-05,R,1958-06-15T00:00:00Z
1958-06-R,1958-06,R,1958-07-06T00:00:00Z
1958-07-R,1958-07,R,1958-07-19T00:00:00Z
1958-08-R,1958-08,R,1958-08-03T00:00:00Z
1958-09-R,1958-09,R,1958-08-24T00:00:00Z
1958-10-R,1958-10,R,1958-09-07T00:00:00Z
1958-11-R,1958-11,R,1958-10-19T00:00:00Z
1959-01-R,1959-01,R,1959-05-10T00:00:00Z
1959-02-R,1959-02,R,1959-05-30T00:00:00Z
1959-03-R,1959-03,R,1959-05-31T00:00:00Z
1959-04-R,1959-04,R,1959-07-05T00:00:00Z
1959-05-R,1959-05,R,1959-07-18T00:00:00Z
1959-06-R,1959-06,R,1959-08-02T00:00:00Z
1959-07-R,1959-07,R,1959-08-23T00:00:00Z
1959-08-R,1959-08,R,1959-09-13T00:00:00Z
1959-09-R,1959-09,R,1959-12-12T00:00:00Z
1960-01-R,1960-01,R,1960-02-07T00:00:00Z
1960-02-R,1960-02,R,1960-05-29T00:00:00Z
1960-03-R,1960-03,R,1960-05-30T00:00:00Z
1960-04-R,1960-04,R,1960-06-06T00:00:00Z
1960-05-R,1960-05,R,1960-06-19T00:00:00Z
1960-06-R,1960-06,R,1960-07-03T00:00:00Z
1960-07-R,1960-07,R,1960-07-16T00:00:00Z
1960-08-R,1960-08,R,1960-08-14T00:00:00Z
1960-09-R,1960-09,R,1960-09-04T00:00:00Z
1960-10-R,1960-10,R,1960-11-20T00:00:00Z
1961-01-R,1961-01,R,1961-05-14T00:00:00Z
1961-02-R,1961-02,R,1961-05-22T00:00:00Z
1961-03-R,1961-03,R,1961-06-18T00:00:00Z
1961-04-R,1961-04,R,1961-07-02T00:00:00Z
1961-05-R,1961-05,R,1961-07-15T00:00:00Z
1961-06-R,1961-06,R,1961-08-06T00:00:00Z
1961-07-R,1961-07,R,1961-09-10T00:00:00Z
1961-08-R,1961-08,R,1961-10-08T00:00:00Z
1962-01-R,1962-01,R,1962-05-20T00:00:00Z
1962-02-R,1962-02,R,1962-06-03T00:00:00Z
1962-03-R,1962-03,R,1962-06-17T00:00:00Z
1962-04-R,1962-04,R,1962-07-08T00:00:00Z
1962-05-R,1962-05,R,1962-07-21T00:00:00Z
1962-06-R,1962-06,R,1962-08-05T00:00:00Z
1962-07-R,1962-07,R,1962-09-16T00:00:00Z
1962-08-R,1962-08,R,1962-10-07T00:00:00Z
1962-09-R,1962-09,R,1962-12-29T00:00:00Z
1963-01-R,1963-01,R,1963-05-26T00:00:00Z
1963-02-R,1963-02,R,1963-06-09T00:00:00Z
1963-03-R,1963-03,R,1963-06-23T00:00:00Z
