id,eventId,abbreviation,startDateTime
2022-22-R,2022-22,R,2022-11-20T00:00:00Z
2021-10-SR,2021-10,SR,
2021-14-SR,2021-14,SR,
2021-19-SR,2021-19,SR,
2022-04-SR,2022-04,SR,
2022-11-SR,2022-11,SR,
2022-21-SR,2022-21,SR,
1980-01-Q1,1980-01,Q1,
1980-02-Q1,1980-02,Q1,
1980-03-Q1,1980-03,Q1,
1980-04-Q1,1980-04,Q1,
1980-05-Q1,1980-05,Q1,
1980-06-Q1,1980-06,Q1,
1980-07-Q1,1980-07,Q1,
1980-08-Q1,1980-08,Q1,
1980-09-Q1,1980-09,Q1,
1980-10-Q1,1980-10,Q1,
1980-11-Q1,1980-11,Q1,
1980-12-Q1,1980-12,Q1,
1980-13-Q1,1980-13,Q1,
1980-14-Q1,1980-14,Q1,
1981-01-Q1,1981-01,Q1,
1981-02-Q1,1981-02,Q1,
1981-03-Q1,1981-03,Q1,
1981-04-Q1,1981-04,Q1,
1981-05-Q1,1981-05,Q1,
1981-06-Q1,1981-06,Q1,
1981-07-Q1,1981-07,Q1,
1981-08-Q1,1981-08,Q1,
1981-09-Q1,1981-09,Q1,
1981-10-Q1,1981-10,Q1,
1981-11-Q1,1981-11,Q1,
1981-12-Q1,1981-12,Q1,
1981-13-Q1,1981-13,Q1,
1981-14-Q1,1981-14,Q1,
1981-15-Q1,1981-15,Q1,
1982-02-Q1,1982-02,Q1,
1982-03-Q1,1982-03,Q1,
1982-04-Q1,1982-04,Q1,
1982-05-Q1,1982-05,Q1,
1982-06-Q1,1982-06,Q1,
1982-07-Q1,1982-07,Q1,
1982-08-Q1,1982-08,Q1,
1982-09-Q1,1982-09,Q1,
1982-10-Q1,1982-10,Q1,
1982-11-Q1,1982-11,Q1,
1982-12-Q1,1982-12,Q1,
1982-13-Q1,1982-13,Q1,
1982-14-Q1,1982-14,Q1,
1982-15-Q1,1982-15,Q1,
1982-16-Q1,1982-16,Q1,
1983-01-Q1,1983-01,Q1,
1983-02-Q1,1983-02,Q1,
1983-03-Q1,1983-03,Q1,
1983-04-Q1,1983-04,Q1,
1983-05-Q1,1983-05,Q1,
1983-06-Q1,1983-06,Q1,
1983-07-Q1,1983-07,Q1,
1983-08-Q1,1983-08,Q1,
1983-09-Q1,1983-09,Q1,
1983-10-Q1,1983-10,Q1,
1983-11-Q1,1983-11,Q1,
1983-12-Q1,1983-12,Q1,
1983-13-Q1,1983-13,Q1,
1983-14-Q1,1983-14,Q1,
1983-15-Q1,1983-15,Q1,
1984-01-Q1,1984-01,Q1,
1984-02-Q1,1984-02,Q1,
1984-03-Q1,1984-03,Q1,
1984-04-Q1,1984-04,Q1,
1984-05-Q1,1984-05,Q1,
1984-06-Q1,1984-06,Q1,
1984-07-Q1,1984-07,Q1,
1984-08-Q1,1984-08,Q1,
1984-09-Q1,1984-09,Q1,
1984-10-Q1,1984-10,Q1,
1984-11-Q1,1984-11,Q1,
1984-12-Q1,1984-12,Q1,
1984-13-Q1,1984-13,Q1,
1984-14-Q1,1984-14,Q1,
1984-15-Q1,1984-15,Q1,
1984-16-Q1,1984-16,Q1,
1985-01-Q1,1985-01,Q1,
1985-02-Q1,1985-02,Q1,
1985-03-Q1,1985-03,Q1,
1985-04-Q1,1985-04,Q1,
1985-05-Q1,1985-05,Q1,
1985-06-Q1,1985-06,Q1,
1985-07-Q1,1985-07,Q1,
1985-08-Q1,1985-08,Q1,
1985-09-Q1,1985-09,Q1,
1985-10-Q1,1985-10,Q1,
1985-11-Q1,1985-11,Q1,
1985-12-Q1,1985-12,Q1,
1985-13-Q1,1985-13,Q1,
1985-14-Q1,1985-14,Q1,
1985-15-Q1,1985-15,Q1,
1985-16-Q1,1985-16,Q1,
1986-01-Q1,1986-01,Q1,
1986-02-Q1,1986-02,Q1,
1986-03-Q1,1986-03,Q1,
1986-04-Q1,1986-04,Q1,
1986-05-Q1,1986-05,Q1,
1986-06-Q1,1986-06,Q1,
1986-07-Q1,1986-07,Q1,
1986-08-Q1,1986-08,Q1,
1986-09-Q1,1986-09,Q1,
1986-10-Q1,1986-10,Q1,
1986-11-Q1,1986-11,Q1,
1986-12-Q1,1986-12,Q1,
1986-13-Q1,1986-13,Q1,
1986-14-Q1,1986-14,Q1,
1986-15-Q1,1986-15,Q1,
1986-16-Q1,1986-16,Q1,
1987-01-Q1,1987-01,Q1,
1987-02-Q1,1987-02,Q1,
1987-03-Q1,1987-03,Q1,
1987-04-Q1,1987-04,Q1,
1987-05-Q1,1987-05,Q1,
1987-06-Q1,1987-06,Q1,
1987-07-Q1,1987-07,Q1,
1987-08-Q1,1987-08,Q1,
1987-09-Q1,1987-09,Q1,
1987-10-Q1,1987-10,Q1,
1987-11-Q1,1987-11,Q1,
1987-12-Q1,1987-12,Q1,
1987-13-Q1,1987-13,Q1,
1987-14-Q1,1987-14,Q1,
1987-15-Q1,1987-15,Q1,
1987-16-Q1,1987-16,Q1,
1988-01-Q1,1988-01,Q1,
1988-02-Q1,1988-02,Q1,
1988-03-Q1,1988-03,Q1,
1988-04-Q1,1988-04,Q1,
1988-05-Q1,1988-05,Q1,
1988-06-Q1,1988-06,Q1,
1988-07-Q1,1988-07,Q1,
1988-08-Q1,1988-08,Q1,
1988-09-Q1,1988-09,Q1,
1988-10-Q1,1988-10,Q1,
1988-11-Q1,1988-11,Q1,
1988-12-Q1,1988-12,Q1,
1988-13-Q1,1988-13,Q1,
1988-14-Q1,1988-14,Q1,
1988-15-Q1,1988-15,Q1,
1988-16-Q1,1988-16,Q1,
1989-01-Q1,1989-01,Q1,
1989-02-Q1,1989-02,Q1,
1989-03-Q1,1989-03,Q1,
1989-04-Q1,1989-04,Q1,
1989-05-Q1,1989-05,Q1,
1989-06-Q1,1989-06,Q1,
1989-07-Q1,1989-07,Q1,
1989-08-Q1,1989-08,Q1,
1989-09-Q1,1989-09,Q1,
1989-10-Q1,1989-10,Q1,
1989-11-Q1,1989-11,Q1,
1989-12-Q1,1989-12,Q1,
1989-13-Q1,1989-13,Q1,
1989-14-Q1,1989-14,Q1,
1989-15-Q1,1989-15,Q1,
1989-16-Q1,1989-16,Q1,
1990-01-Q1,1990-01,Q1,
1990-02-Q1,1990-02,Q1,
1990-03-Q1,1990-03,Q1,
1990-04-Q1,1990-04,Q1,
1990-05-Q1,1990-05,Q1,
1990-06-Q1,1990-06,Q1,
1990-07-Q1,1990-07,Q1,
1990-08-Q1,1990-08,Q1,
1990-09-Q1,1990-09,Q1,
1990-10-Q1,1990-10,Q1,
1990-11-Q1,1990-11,Q1,
1990-12-Q1,1990-12,Q1,
1990-13-Q1,1990-13,Q1,
1990-14-Q1,1990-14,Q1,
1990-15-Q1,1990-15,Q1,
1990-16-Q1,1990-16,Q1,
1991-01-Q1,1991-01,Q1,
1991-02-Q1,1991-02,Q1,
1991-03-Q1,1991-03,Q1,
1991-04-Q1,1991-04,Q1,
1991-05-Q1,1991-05,Q1,
1991-06-Q1,1991-06,Q1,
1991-07-Q1,1991-07,Q1,
1991-08-Q1,1991-08,Q1,
1991-09-Q1,1991-09,Q1,
1991-10-Q1,1991-10,Q1,
1991-11-Q1,1991-11,Q1,
1991-12-Q1,1991-12,Q1,
1991-13-Q1,1991-13,Q1,
1991-14-Q1,1991-14,Q1,
1991-15-Q1,1991-15,Q1,
1991-16-Q1,1991-16,Q1,
1992-01-Q1,1992-01,Q1,
1992-02-Q1,1992-02,Q1,
1992-03-Q1,1992-03,Q1,
1992-04-Q1,1992-04,Q1,
1992-05-Q1,1992-05,Q1,
1992-06-Q1,1992-06,Q1,
1992-07-Q1,1992-07,Q1,
1992-08-Q1,1992-08,Q1,
1992-09-Q1,1992-09,Q1,
1992-10-Q1,1992-10,Q1,
1992-11-Q1,1992-11,Q1,
1992-12-Q1,1992-12,Q1,
1992-13-Q1,1992-13,Q1,
1992-14-Q1,1992-14,Q1,
1992-15-Q1,1992-15,Q1,
1992-16-Q1,1992-16,Q1,
1993-01-Q1,1993-01,Q1,
1993-02-Q1,1993-02,Q1,
1993-03-Q1,1993-03,Q1,
1993-04-Q1,1993-04,Q1,
1993-05-Q1,1993-05,Q1,
1993-06-Q1,1993-06,Q1,
1993-07-Q1,1993-07,Q1,
1993-08-Q1,1993-08,Q1,
1993-09-Q1,1993-09,Q1,
1993-10-Q1,1993-10,Q1,
1993-11-Q1,1993-11,Q1,
1993-12-Q1,1993-12,Q1,
1993-13-Q1,1993-13,Q1,
1993-14-Q1,1993-14,Q1,
1993-15-Q1,1993-15,Q1,
1993-16-Q1,1993-16,Q1,
1994-01-Q1,1994-01,Q1,
1994-02-Q1,1994-02,Q1,
1994-03-Q1,1994-03,Q1,
1994-04-Q1,1994-04,Q1,
1994-05-Q1,1994-05,Q1,
1994-06-Q1,1994-06,Q1,
1994-07-Q1,1994-07,Q1,
1994-08-Q1,1994-08,Q1,
1994-09-Q1,1994-09,Q1,
1994-10-Q1,1994-10,Q1,
1994-11-Q1,1994-11,Q1,
1994-12-Q1,1994-12,Q1,
1994-13-Q1,1994-13,Q1,
1994-14-Q1,1994-14,Q1,
1994-15-Q1,1994-15,Q1,
1994-16-Q1,1994-16,Q1,
1995-01-Q1,1995-01,Q1,
1995-02-Q1,1995-02,Q1,
1995-03-Q1,1995-03,Q1,
1995-04-Q1,1995-04,Q1,
1995-05-Q1,1995-05,Q1,
1995-06-Q1,1995-06,Q1,
1995-07-Q1,1995-07,Q1,
1995-08-Q1,1995-08,Q1,
1995-09-Q1,1995-09,Q1,
1995-10-Q1,1995-10,Q1,
1995-11-Q1,1995-11,Q1,
1995-12-Q1,1995-12,Q1,
1995-13-Q1,1995-13,Q1,
1995-14-Q1,1995-14,Q1,
1995-15-Q1,1995-15,Q1,
1995-16-Q1,1995-16,Q1,
1995-17-Q1,1995-17,Q1,
2003-01-Q1,2003-01,Q1,
2003-02-Q1,2003-02,Q1,
2003-03-Q1,2003-03,Q1,
2003-04-Q1,2003-04,Q1,
2003-05-Q1,2003-05,Q1,
2003-06-Q1,2003-06,Q1,
2003-07-Q1,2003-07,Q1,
2003-08-Q1,2003-08,Q1,
2003-09-Q1,2003-09,Q1,
2003-10-Q1,2003-10,Q1,
2003-11-Q1,2003-11,Q1,
2003-12-Q1,2003-12,Q1,
2003-13-Q1,2003-13,Q1,
2003-14-Q1,2003-14,Q1,
2003-15-Q1,2003-15,Q1,
2003-16-Q1,2003-16,Q1,
2004-01-Q1,2004-01,Q1,
2004-02-Q1,2004-02,Q1,
2004-03-Q1,2004-03,Q1,
2004-04-Q1,2004-04,Q1,
2004-05-Q1,2004-05,Q1,
2004-06-Q1,2004-06,Q1,
2004-07-Q1,2004-07,Q1,
2004-08-Q1,2004-08,Q1,
2004-09-Q1,2004-09,Q1,
2004-10-Q1,2004-10,Q1,
2004-11-Q1,2004-11,Q1,
2004-12-Q1,2004-12,Q1,
2004-13-Q1,2004-13,Q1,
2004-14-Q1,2004-14,Q1,
2004-15-Q1,2004-15,Q1,
2004-16-Q1,2004-16,Q1,
2004-17-Q1,2004-17,Q1,
2004-18-Q1,2004-18,Q1,
2005-01-Q1,2005-01,Q1,
2005-02-Q1,2005-02,Q1,
2005-03-Q1,2005-03,Q1,
2005-04-Q1,2005-04,Q1,
2005-05-Q1,2005-05,Q1,
2005-06-Q1,2005-06,Q1,
1980-01-Q2,1980-01,Q2,
1980-02-Q2,1980-02,Q2,
1980-03-Q2,1980-03,Q2,
1980-04-Q2,1980-04,Q2,
1980-05-Q2,1980-05,Q2,
1980-06-Q2,1980-06,Q2,
1980-07-Q2,1980-07,Q2,
1980-08-Q2,1980-08,Q2,
1980-09-Q2,1980-09,Q2,
1980-10-Q2,1980-10,Q2,
1980-11-Q2,1980-11,Q2,
1980-12-Q2,1980-12,Q2,
1980-13-Q2,1980-13,Q2,
1980-14-Q2,1980-14,Q2,
1981-01-Q2,1981-01,Q2,
1981-02-Q2,1981-02,Q2,
1981-03-Q2,1981-03,Q2,
1981-04-Q2,1981-04,Q2,
1981-05-Q2,1981-05,Q2,
1981-06-Q2,1981-06,Q2,
1981-07-Q2,1981-07,Q2,
1981-08-Q2,1981-08,Q2,
1981-09-Q2,1981-09,Q2,
1981-10-Q2,1981-10,Q2,
1981-11-Q2,1981-11,Q2,
1981-12-Q2,1981-12,Q2,
1981-13-Q2,1981-13,Q2,
1981-14-Q2,1981-14,Q2,
1981-15-Q2,1981-15,Q2,
1982-01-Q2,1982-01,Q2,
1982-02-Q2,1982-02,Q2,
1982-03-Q2,1982-03,Q2,
1982-04-Q2,1982-04,Q2,
1982-05-Q2,1982-05,Q2,
1982-06-Q2,1982-06,Q2,
1982-07-Q2,1982-07,Q2,
1982-08-Q2,1982-08,Q2,
1982-09-Q2,1982-09,Q2,
1982-10-Q2,1982-10,Q2,
1982-11-Q2,1982-11,Q2,
1982-12-Q2,1982-12,Q2,
1982-13-Q2,1982-13,Q2,
1982-14-Q2,1982-14,Q2,
1982-15-Q2,1982-15,Q2,
1982-16-Q2,1982-16,Q2,
1983-01-Q2,1983-01,Q2,
1983-02-Q2,1983-02,Q2,
1983-03-Q2,1983-03,Q2,
1983-04-Q2,1983-04,Q2,
1983-05-Q2,1983-05,Q2,
1983-06-Q2,1983-06,Q2,
1983-07-Q2,1983-07,Q2,
1983-08-Q2,1983-08,Q2,
1983-09-Q2,1983-09,Q2,
1983-10-Q2,1983-10,Q2,
1983-11-Q2,1983-11,Q2,
1983-12-Q2,1983-12,Q2,
1983-13-Q2,1983-13,Q2,
1983-14-Q2,1983-14,Q2,
1983-15-Q2,1983-15,Q2,
1984-01-Q2,1984-01,Q2,
1984-02-Q2,1984-02,Q2,
1984-03-Q2,1984-03,Q2,
1984-04-Q2,1984-04,Q2,
1984-05-Q2,1984-05,Q2,
1984-06-Q2,1984-06,Q2,
1984-07-Q2,1984-07,Q2,
1984-08-Q2,1984-08,Q2,
1984-09-Q2,1984-09,Q2,
1984-10-Q2,1984-10,Q2,
1984-11-Q2,1984-11,Q2,
1984-12-Q2,1984-12,Q2,
1984-13-Q2,1984-13,Q2,
1984-14-Q2,1984-14,Q2,
1984-15-Q2,1984-15,Q2,
1984-16-Q2,1984-16,Q2,
1985-01-Q2,1985-01,Q2,
1985-02-Q2,1985-02,Q2,
1985-03-Q2,1985-03,Q2,
1985-04-Q2,1985-04,Q2,
1985-05-Q2,1985-05,Q2,
1985-06-Q2,1985-06,Q2,
1985-07-Q2,1985-07,Q2,
1985-08-Q2,1985-08,Q2,
1985-09-Q2,1985-09,Q2,
1985-10-Q2,1985-10,Q2,
1985-11-Q2,1985-11,Q2,
1985-12-Q2,1985-12,Q2,
1985-13-Q2,1985-13,Q2,
1985-14-Q2,1985-14,Q2,
1985-15-Q2,1985-15,Q2,
1985-16-Q2,1985-16,Q2,
1986-01-Q2,1986-01,Q2,
1986-02-Q2,1986-02,Q2,
1986-03-Q2,1986-03,Q2,
1986-04-Q2,1986-04,Q2,
1986-05-Q2,1986-05,Q2,
1986-06-Q2,1986-06,Q2,
1986-07-Q2,1986-07,Q2,
1986-08-Q2,1986-08,Q2,
1986-09-Q2,1986-09,Q2,
1986-10-Q2,1986-10,Q2,
1986-11-Q2,1986-11,Q2,
1986-12-Q2,1986-12,Q2,
1986-13-Q2,1986-13,Q2,
1986-14-Q2,1986-14,Q2,
1986-15-Q2,1986-15,Q2,
1986-16-Q2,1986-16,Q2,
1987-01-Q2,1987-01,Q2,
1987-02-Q2,1987-02,Q2,
1987-03-Q2,1987-03,Q2,
1987-04-Q2,1987-04,Q2,
1987-05-Q2,1987-05,Q2,
1987-06-Q2,1987-06,Q2,
1987-07-Q2,1987-07,Q2,
1987-08-Q2,1987-08,Q2,
1987-09-Q2,1987-09,Q2,
1987-10-Q2,1987-10,Q2,
1987-11-Q2,1987-11,Q2,
1987-12-Q2,1987-12,Q2,
1987-13-Q2,1987-13,Q2,
1987-14-Q2,1987-14,Q2,
1987-15-Q2,1987-15,Q2,
1987-16-Q2,1987-16,Q2,
1988-01-Q2,1988-01,Q2,
1988-02-Q2,1988-02,Q2,
1988-03-Q2,1988-03,Q2,
1988-04-Q2,1988-04,Q2,
1988-05-Q2,1988-05,Q2,
1988-06-Q2,1988-06,Q2,
1988-07-Q2,1988-07,Q2,
1988-08-Q2,1988-08,Q2,
1988-09-Q2,1988-09,Q2,
1988-10-Q2,1988-10,Q2,
1988-11-Q2,1988-11,Q2,
1988-12-Q2,1988-12,Q2,
1988-13-Q2,1988-13,Q2,
1988-14-Q2,1988-14,Q2,
1988-15-Q2,1988-15,Q2,
1988-16-Q2,1988-16,Q2,
1989-01-Q2,1989-01,Q2,
1989-02-Q2,1989-02,Q2,
1989-03-Q2,1989-03,Q2,
1989-04-Q2,1989-04,Q2,
1989-05-Q2,1989-05,Q2,
1989-06-Q2,1989-06,Q2,
1989-07-Q2,1989-07,Q2,
1989-08-Q2,1989-08,Q2,
1989-09-Q2,1989-09,Q2,
1989-10-Q2,1989-10,Q2,
1989-11-Q2,1989-11,Q2,
1989-12-Q2,1989-12,Q2,
1989-13-Q2,1989-13,Q2,
1989-14-Q2,1989-14,Q2,
1989-15-Q2,1989-15,Q2,
1989-16-Q2,1989-16,Q2,
1990-01-Q2,1990-01,Q2,
1990-02-Q2,1990-02,Q2,
1990-03-Q2,1990-03,Q2,
1990-04-Q2,1990-04,Q2,
1990-05-Q2,1990-05,Q2,
1990-06-Q2,1990-06,Q2,
1990-07-Q2,1990-07,Q2,
1990-08-Q2,1990-08,Q2,
1990-09-Q2,1990-09,Q2,
1990-10-Q2,1990-10,Q2,
1990-11-Q2,1990-11,Q2,
1990-12-Q2,1990-12,Q2,
1990-13-Q2,1990-13,Q2,
1990-14-Q2,1990-14,Q2,
1990-15-Q2,1990-15,Q2,
1990-16-Q2,1990-16,Q2,
1991-01-Q2,1991-01,Q2,
1991-02-Q2,1991-02,Q2,
1991-03-Q2,1991-03,Q2,
1991-04-Q2,1991-04,Q2,
1991-05-Q2,1991-05,Q2,
1991-06-Q2,1991-06,Q2,
1991-07-Q2,1991-07,Q2,
1991-08-Q2,1991-08,Q2,
1991-09-Q2,1991-09,Q2,
1991-10-Q2,1991-10,Q2,
1991-11-Q2,1991-11,Q2,
1991-12-Q2,1991-12,Q2,
1991-13-Q2,1991-13,Q2,
1991-14-Q2,1991-14,Q2,
1991-15-Q2,1991-15,Q2,
1991-16-Q2,1991-16,Q2,
1992-01-Q2,1992-01,Q2,
1992-02-Q2,1992-02,Q2,
1992-03-Q2,1992-03,Q2,
1992-04-Q2,1992-04,Q2,
1992-05-Q2,1992-05,Q2,
1992-06-Q2,1992-06,Q2,
1992-07-Q2,1992-07,Q2,
1992-08-Q2,1992-08,Q2,
1992-09-Q2,1992-09,Q2,
1992-10-Q2,1992-10,Q2,
1992-11-Q2,1992-11,Q2,
1992-12-Q2,1992-12,Q2,
1992-13-Q2,1992-13,Q2,
1992-14-Q2,1992-14,Q2,
1992-15-Q2,1992-15,Q2,
1992-16-Q2,1992-16,Q2,
1993-01-Q2,1993-01,Q2,
1993-02-Q2,1993-02,Q2,
1993-03-Q2,1993-03,Q2,
1993-04-Q2,1993-04,Q2,
1993-05-Q2,1993-05,Q2,
1993-06-Q2,1993-06,Q2,
1993-07-Q2,1993-07,Q2,
1993-08-Q2,1993-08,Q2,
1993-09-Q2,1993-09,Q2,
1993-10-Q2,1993-10,Q2,
1993-11-Q2,1993-11,Q2,
1993-12-Q2,1993-12,Q2,
1993-13-Q2,1993-13,Q2,
1993-14-Q2,1993-14,Q2,
1993-15-Q2,1993-15,Q2,
1993-16-Q2,1993-16,Q2,
1994-01-Q2,1994-01,Q2,
1994-02-Q2,1994-02,Q2,
1994-03-Q2,1994-03,Q2,
1994-04-Q2,1994-04,Q2,
1994-05-Q2,1994-05,Q2,
1994-06-Q2,1994-06,Q2,
1994-07-Q2,1994-07,Q2,
1994-08-Q2,1994-08,Q2,
1994-09-Q2,1994-09,Q2,
1994-10-Q2,1994-10,Q2,
1994-11-Q2,1994-11,Q2,
1994-12-Q2,1994-12,Q2,
1994-13-Q2,1994-13,Q2,
1994-14-Q2,1994-14,Q2,
1994-15-Q2,1994-15,Q2,
1994-16-Q2,1994-16,Q2,
1995-01-Q2,1995-01,Q2,
1995-02-Q2,1995-02,Q2,
1995-03-Q2,1995-03,Q2,
1995-04-Q2,1995-04,Q2,
1995-05-Q2,1995-05,Q2,
1995-06-Q2,1995-06,Q2,
1995-07-Q2,1995-07,Q2,
1995-08-Q2,1995-08,Q2,
1995-09-Q2,1995-09,Q2,
1995-10-Q2,1995-10,Q2,
1995-11-Q2,1995-11,Q2,
1995-12-Q2,1995-12,Q2,
1995-13-Q2,1995-13,Q2,
1995-14-Q2,1995-14,Q2,
1995-15-Q2,1995-15,Q2,
1995-16-Q2,1995-16,Q2,
1995-17-Q2,1995-17,Q2,
2003-01-Q2,2003-01,Q2,
2003-02-Q2,2003-02,Q2,
2003-03-Q2,2003-03,Q2,
2003-04-Q2,2003-04,Q2,
2003-05-Q2,2003-05,Q2,
2003-06-Q2,2003-06,Q2,
2003-07-Q2,2003-07,Q2,
2003-08-Q2,2003-08,Q2,
2003-09-Q2,2003-09,Q2,
2003-10-Q2,2003-10,Q2,
2003-11-Q2,2003-11,Q2,
2003-12-Q2,2003-12,Q2,
2003-13-Q2,2003-13,Q2,
2003-14-Q2,2003-14,Q2,
2003-15-Q2,2003-15,Q2,
2003-16-Q2,2003-16,Q2,
2004-01-Q2,2004-01,Q2,
2004-02-Q2,2004-02,Q2,
2004-03-Q2,2004-03,Q2,
2004-04-Q2,2004-04,Q2,
2004-05-Q2,2004-05,Q2,
2004-06-Q2,2004-06,Q2,
2004-07-Q2,2004-07,Q2,
2004-08-Q2,2004-08,Q2,
2004-09-Q2,2004-09,Q2,
2004-10-Q2,2004-10,Q2,
2004-11-Q2,2004-11,Q2,
2004-12-Q2,2004-12,Q2,
2004-13-Q2,2004-13,Q2,
2004-14-Q2,2004-14,Q2,
2004-15-Q2,2004-15,Q2,
2004-16-Q2,2004-16,Q2,
2004-17-Q2,2004-17,Q2,
2004-18-Q2,2004-18,Q2,
2005-01-Q2,2005-01,Q2,
2005-02-Q2,2005-02,Q2,
2005-03-Q2,2005-03,Q2,
2005-04-Q2,2005-04,Q2,
2005-05-Q2,2005-05,Q2,
2005-06-Q2,2005-06,Q2,
2006-01-Q1,2006-01,Q1,
2006-01-Q2,2006-01,Q2,
2006-01-Q3,2006-01,Q3,
2006-02-Q1,2006-02,Q1,
2006-02-Q2,2006-02,Q2,
2006-02-Q3,2006-02,Q3,
2006-03-Q1,2006-03,Q1,
2006-03-Q2,2006-03,Q2,
2006-03-Q3,2006-03,Q3,
2006-04-Q1,2006-04,Q1,
2006-04-Q2,2006-04,Q2,
2006-04-Q3,2006-04,Q3,
2006-05-Q1,2006-05,Q1,
2006-05-Q2,2006-05,Q2,
2006-05-Q3,2006-05,Q3,
2006-06-Q1,2006-06,Q1,
2006-06-Q2,2006-06,Q2,
2006-06-Q3,2006-06,Q3,
2006-07-Q1,2006-07,Q1,
2006-07-Q2,2006-07,Q2,
2006-07-Q3,2006-07,Q3,
2006-08-Q1,2006-08,Q1,
2006-08-Q2,2006-08,Q2,
2006-08-Q3,2006-08,Q3,
2006-09-Q1,2006-09,Q1,
2006-09-Q2,2006-09,Q2,
2006-09-Q3,2006-09,Q3,
2006-10-Q1,2006-10,Q1,
2006-10-Q2,2006-10,Q2,
2006-10-Q3,2006-10,Q3,
2006-11-Q1,2006-11,Q1,
2006-11-Q2,2006-11,Q2,
2006-11-Q3,2006-11,Q3,
2006-12-Q1,2006-12,Q1,
2006-12-Q2,2006-12,Q2,
2006-12-Q3,2006-12,Q3,
2006-13-Q1,2006-13,Q1,
2006-13-Q2,2006-13,Q2,
2006-13-Q3,2006-13,Q3,
2006-14-Q1,2006-14,Q1,
2006-14-Q2,2006-14,Q2,
2006-14-Q3,2006-14,Q3,
2006-15-Q1,2006-15,Q1,
2006-15-Q2,2006-15,Q2,
2006-15-Q3,2006-15,Q3,
2006-16-Q1,2006-16,Q1,
2006-16-Q2,2006-16,Q2,
2006-16-Q3,2006-16,Q3,
2006-17-Q1,2006-17,Q1,
2006-17-Q2,2006-17,Q2,
2006-17-Q3,2006-17,Q3,
2006-18-Q1,2006-18,Q1,
2006-18-Q2,2006-18,Q2,
2006-18-Q3,2006-18,Q3,
2007-01-Q1,2007-01,Q1,
2007-01-Q2,2007-01,Q2,
2007-01-Q3,2007-01,Q3,
2007-02-Q1,2007-02,Q1,
2007-02-Q2,2007-02,Q2,
2007-02-Q3,2007-02,Q3,
2007-03-Q1,2007-03,Q1,
2007-03-Q2,2007-03,Q2,
2007-03-Q3,2007-03,Q3,
2007-04-Q1,2007-04,Q1,
2007-04-Q2,2007-04,Q2,
2007-04-Q3,2007-04,Q3,
2007-05-Q1,2007-05,Q1,
2007-05-Q2,2007-05,Q2,
2007-05-Q3,2007-05,Q3,
2007-06-Q1,2007-06,Q1,
2007-06-Q2,2007-06,Q2,
2007-06-Q3,2007-06,Q3,
2007-07-Q1,2007-07,Q1,
2007-07-Q2,2007-07,Q2,
2007-07-Q3,2007-07,Q3,
2007-08-Q1,2007-08,Q1,
2007-08-Q2,2007-08,Q2,
2007-08-Q3,2007-08,Q3,
2007-09-Q1,2007-09,Q1,
2007-09-Q2,2007-09,Q2,
2007-09-Q3,2007-09,Q3,
2007-10-Q1,2007-10,Q1,
2007-10-Q2,2007-10,Q2,
2007-10-Q3,2007-10,Q3,
2007-11-Q1,2007-11,Q1,
2007-11-Q2,2007-11,Q2,
2007-11-Q3,2007-11,Q3,
2007-12-Q1,2007-12,Q1,
2007-12-Q2,2007-12,Q2,
2007-12-Q3,2007-12,Q3,
2007-13-Q1,2007-13,Q1,
2007-13-Q2,2007-13,Q2,
2007-13-Q3,2007-13,Q3,
2007-14-Q1,2007-14,Q1,
2007-14-Q2,2007-14,Q2,
2007-14-Q3,2007-14,Q3,
2007-15-Q1,2007-15,Q1,
2007-15-Q2,2007-15,Q2,
2007-15-Q3,2007-15,Q3,
2007-16-Q1,2007-16,Q1,
2007-16-Q2,2007-16,Q2,
2007-16-Q3,2007-16,Q3,
2007-17-Q1,2007-17,Q1,
2007-17-Q2,2007-17,Q2,
2007-17-Q3,2007-17,Q3,
2008-01-Q1,2008-01,Q1,
2008-01-Q2,2008-01,Q2,
2008-01-Q3,2008-01,Q3,
2008-02-Q1,2008-02,Q1,
2008-02-Q2,2008-02,Q2,
2008-02-Q3,2008-02,Q3,
2008-03-Q1,2008-03,Q1,
2008-03-Q2,2008-03,Q2,
2008-03-Q3,2008-03,Q3,
2008-04-Q1,2008-04,Q1,
2008-04-Q2,2008-04,Q2,
2008-04-Q3,2008-04,Q3,
2008-05-Q1,2008-05,Q1,
2008-05-Q2,2008-05,Q2,
2008-05-Q3,2008-05,Q3,
2008-06-Q1,2008-06,Q1,
2008-06-Q2,2008-06,Q2,
2008-06-Q3,2008-06,Q3,
2008-07-Q1,2008-07,Q1,
2008-07-Q2,2008-07,Q2,
2008-07-Q3,2008-07,Q3,
2008-08-Q1,2008-08,Q1,
2008-08-Q2,2008-08,Q2,
2008-08-Q3,2008-08,Q3,
2008-09-Q1,2008-09,Q1,
2008-09-Q2,2008-09,Q2,
2008-09-Q3,2008-09,Q3,
2008-10-Q1,2008-10,Q1,
2008-10-Q2,2008-10,Q2,
2008-10-Q3,2008-10,Q3,
2008-11-Q1,2008-11,Q1,
2008-11-Q2,2008-11,Q2,
2008-11-Q3,2008-11,Q3,
2008-12-Q1,2008-12,Q1,
2008-12-Q2,2008-12,Q2,
2008-12-Q3,2008-12,Q3,
2008-13-Q1,2008-13,Q1,
2008-13-Q2,2008-13,Q2,
2008-13-Q3,2008-13,Q3,
